ID,Parent Company,Acquisition Year,Acquisition Month,Acquired Company,Business,Country,Acquisition Price,Category,Derived Products,Acquisition Date
834,Microsoft,2013,10,HLW Software,RDP applications,-,,-,-,2013-10-01
835,Microsoft,2013,10,Apiphany,API management,-,,-,-,2013-10-01
836,Microsoft,2014,1,Parature,Customer service software,-,100000000.0,-,-,2014-01-01
837,Microsoft,2014,5,GreenButton,Cloud computing,-,,-,-,2014-05-01
838,Microsoft,2014,5,Capptain,(Mobile) application development,-,,-,-,2014-05-01
839,Microsoft,2014,7,SyntaxTree,Developer tools,-,,-,-,2014-07-01
840,Microsoft,2014,7,InMage,Disaster recovery solutions,-,,-,-,2014-07-01
841,Microsoft,2014,8,Inception Mobile Inc.,Software,-,,-,-,2014-08-01
842,Microsoft,2014,11,Mojang,Video games,-,2500000000.0,-,-,2014-11-01
843,Microsoft,2014,11,Aorato,Enterprise security & machine learning,-,,-,-,2014-11-01
844,Microsoft,2014,12,Acompli,Mobile email apps,-,,-,-,2014-12-01
845,Microsoft,2014,12,HockeyApp,Mobile beta distribution & crash analytics,-,,-,-,2014-12-01
846,Microsoft,2015,1,Equivio,Text analytics service,-,,-,-,2015-01-01
847,Microsoft,2015,1,Revolution Analytics,Statistical computing and predictive analytics,-,,-,-,2015-01-01
848,Microsoft,2015,2,"Sunrise Atelier, Inc.",Sunrise Calendar applications,-,100000000.0,-,-,2015-02-01
849,Microsoft,2015,2,N-trig,Styli and pen input hardware and software,-,200000000.0,-,-,2015-02-01
850,Microsoft,2015,3,LiveLoop,PowerPoint collaboration,-,,-,-,2015-03-01
851,Microsoft,2015,4,"Datazen Software, Inc.",Mobile business intelligence & data visualization,-,,-,-,2015-04-01
852,Microsoft,2015,6,6 Wunderkinder GmbH,Wunderlist to-do list applications,-,,-,-,2015-06-01
853,Microsoft,2015,6,BlueStripe Software,Application management,-,,-,-,2015-06-01
854,Microsoft,2015,7,FieldOne Systems LLC,Enterprise field service,-,,-,-,2015-07-01
855,Microsoft,2015,7,Adallom,Cloud security,-,320000000.0,-,-,2015-07-01
856,Microsoft,2015,8,"Incent Games, LLC",Sales-gamification,-,,-,-,2015-08-01
857,Microsoft,2015,9,"VoloMetrix, Inc.",Organisational analytics,-,,-,-,2015-09-01
858,Microsoft,2015,9,"Double Labs, Inc.",Mobile lock screen software,-,,-,-,2015-09-01
859,Microsoft,2015,9,Adxstudio Inc.,Web portal and application lifecycle management solutions,-,,-,-,2015-09-01
860,Microsoft,2015,10,Havok,Video game physics engine,-,,-,-,2015-10-01
861,Microsoft,2015,11,"Mobile Data Labs, Inc.","MileIQ, a mileage tracking application",-,,-,-,2015-11-01
862,Microsoft,2015,11,Secure Islands Technologies Ltd.,Data protection,-,,-,-,2015-11-01
863,Microsoft,2015,12,Metanautix,Big data analytics,-,,-,-,2015-12-01
864,Microsoft,2015,12,"Talko, Inc.",Mobile communications,-,,-,-,2015-12-01
865,Microsoft,2016,1,Teacher Gaming LLC,Education software,-,,-,-,2016-01-01
866,Microsoft,2016,2,SwiftKey,Virtual keyboard,-,250000000.0,-,-,2016-02-01
867,Microsoft,2016,2,Groove,Music discovery,-,,-,-,2016-02-01
868,Microsoft,2016,2,Xamarin,Mobile application development,-,,-,-,2016-02-01
869,Microsoft,2016,5,Solair,Internet of Things platform,-,,-,-,2016-05-01
870,Microsoft,2016,6,Wand Labs,Conversation as a service,-,,-,-,2016-06-01
871,Microsoft,2016,8,Beam,Video game streaming,-,,-,-,2016-08-01
872,Microsoft,2016,8,Genee,AI-powered scheduling assistant service,-,,-,-,2016-08-01
873,Microsoft,2016,12,LinkedIn,Professional social network,-,26200000000.0,-,-,2016-12-01
874,Microsoft,2017,1,Maluuba,Artificial intelligence,-,,-,-,2017-01-01
875,Microsoft,2017,1,Simplygon,3D graphics optimization,-,,-,-,2017-01-01
876,Microsoft,2017,4,Deis,Container management,-,,-,-,2017-04-01
877,Microsoft,2017,4,Intentional Software,Intentional programming,-,,-,-,2017-04-01
878,Microsoft,2017,6,Hexadite,Cybersecurity,-,100000000.0,-,-,2017-06-01
879,Microsoft,2017,6,Cloudyn,Cloud business management,-,50000000.0,-,-,2017-06-01
880,Microsoft,2017,8,Cycle Computing,Cloud HPC,-,,-,-,2017-08-01
881,Microsoft,2017,10,AltspaceVR,Virtual reality,-,,-,-,2017-10-01
882,Microsoft,2017,11,SWNG,Cinemagraphic photo app,-,,-,-,2017-11-01
883,Microsoft,2018,1,Avere Systems,Data management,-,,-,-,2018-01-01
884,Microsoft,2018,1,Playfab,Gaming backend service,-,,-,-,2018-01-01
885,Microsoft,2018,5,Semantic Machines,Conversational AI,-,400000000.0,-,-,2018-05-01
886,Microsoft,2018,6,Ninja Theory,Video games,-,,-,-,2018-06-01
887,Microsoft,2018,6,Undead Labs,Video games,-,,-,-,2018-06-01
888,Microsoft,2018,6,Compulsion Games,Video games,-,,-,-,2018-06-01
889,Microsoft,2018,6,Playground Games,Video games,-,,-,-,2018-06-01
890,Microsoft,2018,6,Flipgrid,"Education, video discussion platform",-,,-,-,2018-06-01
891,Microsoft,2018,6,Bonsai,Industrial AI platform,-,,-,-,2018-06-01
892,Microsoft,2018,9,Lobe,Artificial intelligence,-,,-,-,2018-09-01
893,Microsoft,2018,10,Glint,Employee engagement,-,400000000.0,-,-,2018-10-01
894,Microsoft,2018,10,GitHub,Software development and version control platform,-,7500000000.0,-,-,2018-10-01
895,Microsoft,2018,11,inXile Entertainment,Video games,-,,-,-,2018-11-01
896,Microsoft,2018,11,Obsidian Entertainment,Video games,-,,-,-,2018-11-01
897,Microsoft,2018,11,XOXCO,Conversational AI,-,,-,-,2018-11-01
898,Microsoft,2018,11,FSLogix,Application provisioning and virtualization,-,,-,-,2018-11-01
899,Microsoft,2018,11,Spectrum,Social networks for design and development,-,,-,-,2018-11-01
900,Microsoft,2019,1,Citus Data,Database management,-,,-,-,2019-01-01
901,Microsoft,2019,2,DataSense,Database management,-,,-,-,2019-02-01
902,Microsoft,2019,4,Express Logic,Real-time operating systems,-,,-,-,2019-04-01
903,Microsoft,2019,6,Double Fine Productions,Video games,-,,-,-,2019-06-01
904,Microsoft,2019,7,BlueTalon,Data privacy and governance service,-,,-,-,2019-07-01
905,Microsoft,2019,8,PromoteIQ,Retail e-commerce improvement,-,,-,-,2019-08-01
906,Microsoft,2019,8,jClarity,Java software optimization,-,,-,-,2019-08-01
907,Microsoft,2019,9,Movere,Cloud migration,-,,-,-,2019-09-01
908,Microsoft,2019,10,Mover,File migration,-,,-,-,2019-10-01
909,Microsoft,2020,3,Affirmed Networks,5G Networking,-,1350000000.0,-,-,2020-03-01
910,Microsoft,2020,5,Metaswitch Networks,5G Networking,-,,-,-,2020-05-01
911,Microsoft,2020,5,Softomotive,Robotic Process Automation,-,,-,-,2020-05-01
912,Microsoft,2020,6,ADRM Software,data modeling startup,-,,-,-,2020-06-01
913,Microsoft,2020,6,CyberX,IoT/OT Security,-,165000000.0,-,-,2020-06-01
914,Microsoft,2020,7,Orions Systems,Dynamics 365 - SMart vision,-,,-,-,2020-07-01
915,Microsoft,2020,9,ZeniMax Media,Video games,-,8100000000.0,-,-,2020-09-01
916,Microsoft,2020,12,Smash.gg,Esports,-,,-,-,2020-12-01
917,Microsoft,2021,3,The Marsden Group,Tech in complex industrial environments,-,,-,-,2021-03-01
918,Microsoft,2021,4,Nuance Communications,Speech synthesis and speech recognition,-,19700000000.0,-,-,2021-04-01
919,Microsoft,2021,6,ReFirm Labs,IoT security and embedded devices,-,,-,-,2021-06-01
920,Microsoft,2021,6,AT&T Technology Network Cloud,5G Networking,-,,-,-,2021-06-01
921,Microsoft,2021,7,RiskIQ,Cybersecurity ransomware,-,500000000.0,-,-,2021-07-01
922,Microsoft,2021,7,CloudKnox,Cloud infrastructure entitlement management security,-,,-,-,2021-07-01
923,Microsoft,2021,7,Suplari,Software,-,,-,-,2021-07-01
924,Microsoft,2021,8,Peer5,Peer 2 Peer Network Technology,-,,-,-,2021-08-01
925,Microsoft,2021,9,Clipchamp,Video-editing software,-,,-,-,2021-09-01
926,Microsoft,2021,9,TakeLessons,Education,-,,-,-,2021-09-01
927,Microsoft,2021,10,Ally.io,Productivity,-,,-,-,2021-10-01
928,Blackberry,2001,11,Plazmic Inc.,Software,-,,-,-,2001-11-01
929,Blackberry,2002,8,TeamOn Systes Inc.,Software provider,-,,-,-,2002-08-01
930,Blackberry,2005,2,Nextair Inc.,Mobile app design studio and apps,-,,-,-,2005-02-01
931,Blackberry,2006,3,Ascendent Systems,Enterprise voice mobility solutions,-,,-,-,2006-03-01
932,Blackberry,2006,6,Slipstream Data Inc.,Data compression,-,,-,-,2006-06-01
933,Blackberry,2006,11,Epoch Integration,Wireless network firm,-,,-,-,2006-11-01
934,Blackberry,2009,1,Certicom,Cryptography,-,,-,-,2009-01-01
935,Blackberry,2009,1,Chalk Media,Software,-,23125000.0,-,-,2009-01-01
936,Blackberry,2009,2,Alt-N Technologies,Mail transfer agent,-,,-,-,2009-02-01
937,Blackberry,2009,6,Dash Navigation,Car navigation systems,-,,-,-,2009-06-01
938,Blackberry,2009,8,Torch Mobile,WebKit mobile browser,-,,-,-,2009-08-01
939,Blackberry,2010,3,Viigo,News / data aggregation,-,,-,-,2010-03-01
940,Blackberry,2010,4,QNX Software Systems,Unix-like OS,-,200000000.0,-,-,2010-04-01
941,Blackberry,2010,8,Cellmania,App store software maker,-,,-,-,2010-08-01
942,Blackberry,2010,9,Documents To Go and other assets,Office suite,-,50000000.0,-,-,2010-09-01
943,Blackberry,2010,12,The Astonishing Tribe,Interface wizards,-,150000000.0,-,-,2010-12-01
944,Blackberry,2011,2,Gist,Professional contact manager,-,,-,-,2011-02-01
945,Blackberry,2011,3,tinyHippos,Mobile web development,-,,-,-,2011-03-01
946,Blackberry,2011,4,Tungle.me,Social calendaring,-,,-,-,2011-04-01
947,Blackberry,2011,6,Scoreloop,Social gaming,-,71000000.0,-,-,2011-06-01
948,Blackberry,2011,5,Ubitexx,Mobile device management,-,,-,-,2011-05-01
949,Blackberry,2011,7,Jaycut,Video editing,-,,-,-,2011-07-01
950,Blackberry,2011,10,NewBay,Content provider,-,100000000.0,-,-,2011-10-01
951,Blackberry,2012,3,Paratek,RF multi-band handsets,-,,-,-,2012-03-01
952,Blackberry,2013,5,Scroon,Social marketing company,-,,-,-,2013-05-01
953,Blackberry,2014,7,Secusmart GmbH,Voice and data encryption,-,,-,-,2014-07-01
954,Blackberry,2014,9,Movirtu,Virtual SIM solutions,-,,-,-,2014-09-01
955,Blackberry,2015,4,WatchDox Ltd.,Enterprise data sync and share,-,,-,-,2015-04-01
956,Blackberry,2015,7,"AtHoc, Inc.",Networked crisis communications,-,,-,-,2015-07-01
957,Blackberry,2015,8,Good Technology,Mobile security provider,-,425000000.0,-,-,2015-08-01
958,Blackberry,2016,2,Encription Ltd.,Cybersecurity services,-,,-,-,2016-02-01
959,Blackberry,2018,11,Cylance Inc.,Security firm,-,1400000000.0,-,-,2018-11-01
960,Ebay,1998,7,Up4Sale.com,Online auction,-,,-,-,1998-07-01
961,Ebay,1999,4,Butterfield & Butterfield,Auction house,-,260000000.0,-,-,1999-04-01
962,Ebay,1999,5,Billpoint,E-commerce payment systems,-,,-,-,1999-05-01
963,Ebay,1999,5,Kruse International,Car auctions,-,,-,-,1999-05-01
964,Ebay,1999,6,Alando,Auction house,-,43000000.0,-,-,1999-06-01
965,Ebay,1999,10,Blackthorne,Listing tool,-,,-,-,1999-10-01
966,Ebay,2000,6,Half.com,Online marketplace,-,318000000.0,-,-,2000-06-01
967,Ebay,2000,12,Precision Buying Service,E-commerce payment systems,-,,-,-,2000-12-01
968,Ebay,2001,1,Internet Auction Co.,Online auction,-,120000000.0,-,-,2001-01-01
969,Ebay,2001,3,iBazar,Online auction,-,93000000.0,-,-,2001-03-01
970,Ebay,2002,7,PayPal,E-commerce payment systems,-,1500000000.0,-,-,2002-07-01
971,Ebay,2003,1,CARad.com,Online auction,-,,-,-,2003-01-01
972,Ebay,2003,7,EachNet,Electronic commerce,-,150000000.0,-,-,2003-07-01
973,Ebay,2004,1,mobile.de,Vehicles classifieds,-,152000000.0,-,-,2004-01-01
974,Ebay,2004,6,Baazee.com,Online auction,-,50000000.0,-,-,2004-06-01
975,Ebay,2004,8,Craigslist,Classified advertising,-,13500000.0,-,-,2004-08-01
976,Ebay,2004,11,Marktplaats.nl,Classified advertising,-,290000000.0,-,-,2004-11-01
977,Ebay,2004,12,Rent.com,Classified advertising,-,415000000.0,-,-,2004-12-01
978,Ebay,2005,5,Loquo,Classified advertising,-,,-,-,2005-05-01
979,Ebay,2005,5,Gumtree,Classified advertising,-,,-,-,2005-05-01
980,Ebay,2005,6,Shopping.com,Price comparison service,-,620000000.0,-,-,2005-06-01
981,Ebay,2005,6,OpusForum.org,Classified advertising,-,,-,-,2005-06-01
982,Ebay,2005,9,Skype Limited,Software for voice & video calls,-,2600000000.0,-,-,2005-09-01
983,Ebay,2006,4,Tradera,Online auction,-,48000000.0,-,-,2006-04-01
984,Ebay,2007,5,StumbleUpon,Browser plugin,-,75000000.0,-,-,2007-05-01
985,Ebay,2007,1,StubHub,Electronic commerce,-,310000000.0,-,-,2007-01-01
986,Ebay,2007,5,GittiGidiyor,Electronic commerce,-,217500000.0,-,-,2007-05-01
987,Ebay,2006,3,Meetup.com,Social network service,-,10000000.0,-,-,2006-03-01
988,Ebay,2008,1,Fraud Sciences,Online risk management,-,169000000.0,-,-,2008-01-01
989,Ebay,2008,10,Bill Me Later,Electronic commerce,-,1200000000.0,-,-,2008-10-01
990,Ebay,2008,10,dba.dk & bilbasen.dk,Classified advertising,-,390000000.0,-,-,2008-10-01
991,Ebay,2009,1,Positronic Inc.,Machine learning,-,,-,-,2009-01-01
992,Ebay,2009,4,G-Market,Electronic commerce,-,1200000000.0,-,-,2009-04-01
993,Ebay,2010,3,Magento,Electronic commerce,-,225000000.0,-,-,2010-03-01
994,Ebay,2010,6,RedLaser,Mobile applications,-,10000000.0,-,-,2010-06-01
995,Ebay,2010,12,Milo.com,Shopping engine,-,75000000.0,-,-,2010-12-01
996,Ebay,2010,12,brands4friends,Electronic commerce,-,200000000.0,-,-,2010-12-01
997,Ebay,2011,3,GSI Commerce,Marketing/fulfillment,-,2400000000.0,-,-,2011-03-01
998,Ebay,2011,3,"Where, Inc.",Local search and recommendation,-,135000000.0,-,-,2011-03-01
999,Ebay,2011,5,MissionFish,Nonprofit fundraising,-,,-,-,2011-05-01
1000,Ebay,2011,6,alaMaula,Online classifieds,-,,-,-,2011-06-01
1001,Ebay,2011,7,Zong,Payments through mobile carrier billing,-,240000000.0,-,-,2011-07-01
1002,Ebay,2011,9,The Gifts Project,Group purchasing of gifts,-,50000000.0,-,-,2011-09-01
1003,Ebay,2011,12,Zvents,Local event listings,-,,-,-,2011-12-01
1004,Ebay,2011,12,BillSAFE,Billing technology,-,,-,-,2011-12-01
1005,Ebay,2012,9,Svpply,Social shopping,-,,-,-,2012-09-01
1006,Ebay,2013,7,2dehands.be and 2ememain.be,Classified advertising,-,,-,-,2013-07-01
1007,Ebay,2013,9,Decide.com,Price forecasting,-,,-,-,2013-09-01
1008,Ebay,2013,9,Braintree,Payments,-,800000000.0,-,-,2013-09-01
1009,Ebay,2013,9,Bureau of Trade,Content / commerce,-,,-,-,2013-09-01
1010,Ebay,2013,10,Shutl,Rapid fulfillment service,-,,-,-,2013-10-01
1011,Ebay,2014,2,PhiSix Fashion Labs,Virtual clothing,-,,-,-,2014-02-01
1012,Ebay,2015,1,Vivanuncios,Online classifieds,-,,-,-,2015-01-01
1013,Ebay,2015,7,Twice,Secondhand clothing retailer,-,,-,-,2015-07-01
1014,Ebay,2016,3,Cargigi,Inventory management,-,,-,-,2016-03-01
1015,Ebay,2016,5,ExpertMaker,Machine learning,-,,-,-,2016-05-01
1016,Ebay,2016,5,Ticketbis,Online ticket marketplace,-,,-,-,2016-05-01
1017,Ebay,2016,7,SalesPredict,Online commerce,-,,-,-,2016-07-01
1018,Ebay,2016,10,Corrigon,Image recognition,-,,-,-,2016-10-01
1019,Ebay,2017,8,Flipkart,Online commerce,-,,-,-,2017-08-01
1020,Ebay,2017,12,Terapeak,Data tools,-,,-,-,2017-12-01
1021,Ebay,2018,10,Motors.co.uk,Online commerce,-,,-,-,2018-10-01
1022,Ebay,2020,5,"CarsGuide, Autoscout",Online commerce,-,,-,-,2020-05-01
1023,Ibm,2001,6,Mainspring,Business strategy consulting,United States,80000000.0,-,-,2001-06-01
1024,Ibm,2001,7,Informix Corporation,Database software,United States,1000000000.0,-,-,2001-07-01
1025,Ibm,2002,1,"CrossWorlds Software, Inc.",Software,United States,129000000.0,-,-,2002-01-01
1026,Ibm,2002,6,Metamerge,Identity management,Norway,,-,-,2002-06-01
1027,Ibm,2002,8,"Trellisoft, Inc.",Enterprise storage,United States,,-,-,2002-08-01
1028,Ibm,2002,9,"Holosofx, Inc.",Business Process Management,United States,,-,-,2002-09-01
1029,Ibm,2002,10,PWC Consulting from PricewaterhouseCoopers,Business Consulting and Technology Services,United States,3500000000.0,-,-,2002-10-01
1030,Ibm,2002,10,Access360,Software,United States,,-,-,2002-10-01
1031,Ibm,2002,10,EADS Matra Datavision,Product lifecycle management,United States,,-,-,2002-10-01
1032,Ibm,2002,11,Tarian Software,Records Management,Canada,,-,-,2002-11-01
1033,Ibm,2003,2,Rational Software Corporation,Software Development,United States,2100000000.0,-,-,2003-02-01
1034,Ibm,2003,5,Think Dynamics,Software,Canada,,-,-,2003-05-01
1035,Ibm,2003,7,Information Laboratory,Software,United States,,-,-,2003-07-01
1036,Ibm,2003,7,Aptrix,Software,Australia,,-,-,2003-07-01
1037,Ibm,2003,10,CrossAccess Corporation,Enterprise Information Integration,United States,,-,-,2003-10-01
1038,Ibm,2003,11,"Productivity Solutions, Inc.",Automated Self-Checkout Systems,United States,,-,-,2003-11-01
1039,Ibm,2003,12,"Green Pasture Software, Inc.",Content management software,United States,,-,-,2003-12-01
1040,Ibm,2004,4,Trigo Technologies,Product information management,United States,,-,-,2004-04-01
1041,Ibm,2004,4,Daksh e-Services,BPO Services,India,170000000.0,-,-,2004-04-01
1042,Ibm,2004,4,Business Continuity Services unit of Schlumberger,IT Services,France,,-,-,2004-04-01
1043,Ibm,2004,6,Candle Corporation,Infrastructure management,United States,,-,-,2004-06-01
1044,Ibm,2004,7,Alphablox Corporation,Business Intelligence,United States,,-,-,2004-07-01
1045,Ibm,2004,7,Cyanea Systems,Application management software,United States,,-,-,2004-07-01
1046,Ibm,2004,10,Venetica,Enterprise Information Integration,United States,,-,-,2004-10-01
1047,Ibm,2004,11,Systemcorp ALG Ltd.,Project Portfolio Management (PPM) software,Canada,,-,-,2004-11-01
1048,Ibm,2004,11,Liberty Insurance Services,Business process services,United States,,-,-,2004-11-01
1049,Ibm,2004,12,Maersk Data and DMdata from Maersk,IT Services,Denmark,,-,-,2004-12-01
1050,Ibm,2004,12,KeyMRO,Procurement Services,France,,-,-,2004-12-01
1051,Ibm,2005,1,Systems Research & Development,Identity management,United States,,-,-,2005-01-01
1052,Ibm,2005,3,Corio,Application Services,United States,182000000.0,-,-,2005-03-01
1053,Ibm,2005,4,Ascential Software Corporation,Enterprise Information Integration,United States,1100000000.0,-,-,2005-04-01
1054,Ibm,2005,5,Gluecode Software,Application Server,United States,,-,-,2005-05-01
1055,Ibm,2005,6,Meiosys,Application Management,United States,,-,-,2005-06-01
1056,Ibm,2005,7,"PureEdge Solutions, Inc.",Electronic Forms,Canada,,-,-,2005-07-01
1057,Ibm,2005,7,Isogon Corporation,Asset Management,United States,,-,-,2005-07-01
1058,Ibm,2005,8,DWL,Enterprise Information Integration,United States,,-,-,2005-08-01
1059,Ibm,2005,10,"DataPower Technology, Inc.",Service Oriented Architecture (SOA),United States,,-,-,2005-10-01
1060,Ibm,2005,11,"iPhrase Systems, Inc.",Information management software,United States,,-,-,2005-11-01
1061,Ibm,2005,11,Network Solutions Pvt Ltd,IT Services,India,,-,-,2005-11-01
1062,Ibm,2005,11,"Collation, Inc.",Network management,United States,,-,-,2005-11-01
1063,Ibm,2005,12,"Bowstreet, Inc.",Portal-based tools,United States,,-,-,2005-12-01
1064,Ibm,2006,1,ARGUS Semiconductor Software From INFICON,Semiconductor Manufacturing software,United States,,-,-,2006-01-01
1065,Ibm,2006,1,"CIMS Lab, Inc.",IT Financial Management,United States,,-,-,2006-01-01
1066,Ibm,2006,2,"Viacore, Inc.",Supply chain optimization,United States,,-,-,2006-02-01
1067,Ibm,2006,2,"Micromuse, Inc.",Network management,United States,865000000.0,-,-,2006-02-01
1068,Ibm,2006,3,Language Analysis Systems,Identity management,United States,,-,-,2006-03-01
1069,Ibm,2006,5,"BuildForge, Inc.",Software Development,United States,,-,-,2006-05-01
1070,Ibm,2006,5,"Unicorn Solutions, Inc.",Metadata management,United States,,-,-,2006-05-01
1071,Ibm,2006,6,Rembo Technology,Installation Software,Switzerland,,-,-,2006-06-01
1072,Ibm,2006,8,"Webify Solutions, Inc",Service Oriented Architecture software,United States,,-,-,2006-08-01
1073,Ibm,2006,9,Global Value Solutions,IT Services,Brazil,,-,-,2006-09-01
1074,Ibm,2006,10,DORANA product line from Ubiquity Pty Limited,Asset Management,Australia,,-,-,2006-10-01
1075,Ibm,2006,10,MRO Software,Asset Management,United States,740000000.0,-,-,2006-10-01
1076,Ibm,2006,10,FileNet Corporation,Content management software,United States,1600000000.0,-,-,2006-10-01
1077,Ibm,2006,10,Internet Security Systems (ISS),Information security,United States,1300000000.0,-,-,2006-10-01
1078,Ibm,2006,10,Palisades Technology Partners,Management consulting,United States,,-,-,2006-10-01
1079,Ibm,2007,1,"Consul Risk Management, Inc.",Information security,Netherlands,,-,-,2007-01-01
1080,Ibm,2007,2,Vallent Corporation,Telecommunications Management,United States,,-,-,2007-02-01
1081,Ibm,2007,3,Softek Storage Solutions Corporation,Data Mobility,United States,,-,-,2007-03-01
1082,Ibm,2007,3,"BlackDot Networks, Inc.",Enterprise Data Consulting,United States,,-,-,2007-03-01
1083,Ibm,2007,4,Unicible,IT Services,Switzerland,460000000.0,-,-,2007-04-01
1084,Ibm,2007,7,Watchfire Corporation,Security Software Testing,United States,,-,-,2007-07-01
1085,Ibm,2007,8,WebDialogs,Web conferencing and communications,United States,,-,-,2007-08-01
1086,Ibm,2007,8,DataMirror Corporation,Change Data Capture,Canada,161000000.0,-,-,2007-08-01
1087,Ibm,2007,9,"Qinnova, Inc.",Internet Protocol Television (IPTV),Canada,,-,-,2007-09-01
1088,Ibm,2007,9,"Princeton Softech, Inc.",Business Intelligence,United States,,-,-,2007-09-01
1089,Ibm,2007,10,NovusCG,Storage Consulting and Technology Services,United States,,-,-,2007-10-01
1090,Ibm,2008,1,XIV,Enterprise storage,Israel,300000000.0,-,-,2008-01-01
1091,Ibm,2008,1,AptSoft Corporation,Business Intelligence,United States,,-,-,2008-01-01
1092,Ibm,2008,1,Solid Information Technology,Database software,United States,,-,-,2008-01-01
1093,Ibm,2008,1,Cognos,Business Intelligence,Canada,5000000000.0,-,-,2008-01-01
1094,Ibm,2008,1,Arsenal Digital Solutions,Data backup services,United States,,-,-,2008-01-01
1095,Ibm,2008,2,Net Integration Technologies Inc.,Business Server Software,Canada,,-,-,2008-02-01
1096,Ibm,2008,3,"Encentuate, Inc.",Enterprise Single Sign-On,United States,,-,-,2008-03-01
1097,Ibm,2008,4,Telelogic AB,Enterprise software development,Sweden,845000000.0,-,-,2008-04-01
1098,Ibm,2008,4,Diligent Technologies,Data De-duplication,United States,200000000.0,-,-,2008-04-01
1099,Ibm,2008,4,FilesX,Application Recovery Software,United States,,-,-,2008-04-01
1100,Ibm,2008,4,InfoDyne Corporation,Data Feed Connectors,United States,,-,-,2008-04-01
1101,Ibm,2008,7,Platform Solutions,"Mainframe, System Z technologies",United States,,-,-,2008-07-01
1102,Ibm,2008,7,ILOG,Business Rules Management Systems,France,340000000.0,-,-,2008-07-01
1103,Ibm,2008,11,Transitive Corporation,Virtualization Software,United States,,-,-,2008-11-01
1104,Ibm,2009,1,Outblaze's E-Mail Service Assets,Online messaging and collaboration,Hong Kong,,-,-,2009-01-01
1105,Ibm,2009,5,Exeros Assets,Data Discovery Software,United States,,-,-,2009-05-01
1106,Ibm,2009,7,SPSS Inc.,Statistical analysis software,United States,1200000000.0,-,-,2009-07-01
1107,Ibm,2009,7,Ounce Labs,Source code analysis,United States,,-,-,2009-07-01
1108,Ibm,2009,9,RedPill Solutions,Analytics and Optimisation,Singapore,,-,-,2009-09-01
1109,Ibm,2009,11,Guardium,Database monitoring and protection,United States,,-,-,2009-11-01
1110,Ibm,2009,12,Lombardi,Business Process Management,United States,,-,-,2009-12-01
1111,Ibm,2010,1,"National Interest Security Company, LLC",Public sector consulting,United States,,-,-,2010-01-01
1112,Ibm,2010,2,Initiate Systems,Data integrity software,United States,,-,-,2010-02-01
1113,Ibm,2010,2,Intelliden Inc.,Network Automation software,United States,,-,-,2010-02-01
1114,Ibm,2010,3,Wilshire Credit Corporation Assets,Mortgage Business Processing Services,United States,,-,-,2010-03-01
1115,Ibm,2010,5,Cast Iron Systems,Cloud Integration,United States,190000000.0,-,-,2010-05-01
1116,Ibm,2010,5,Sterling Commerce,Business software integration,United States,1400000000.0,-,-,2010-05-01
1117,Ibm,2010,6,Coremetrics,Web Analytics,United States,,-,-,2010-06-01
1118,Ibm,2010,7,"BigFix, Inc.",Security and IT automation software,United States,,-,-,2010-07-01
1119,Ibm,2010,7,Storwize,Data Compression,United States,140000000.0,-,-,2010-07-01
1120,Ibm,2010,8,Datacap,Data capture and Content Management,United States,,-,-,2010-08-01
1121,Ibm,2010,8,Unica Corporation,Marketing planning software,United States,480000000.0,-,-,2010-08-01
1122,Ibm,2010,9,OpenPages,Integrated risk management solutions,United States,,-,-,2010-09-01
1123,Ibm,2010,9,Netezza,Data warehousing and analytics,United States,1700000000.0,-,-,2010-09-01
1124,Ibm,2010,9,BLADE Network Technologies,Networking,United States,,-,-,2010-09-01
1125,Ibm,2010,10,PSS Systems,Legal risk management,United States,,-,-,2010-10-01
1126,Ibm,2010,10,Clarity Systems,Financial governance,Canada,350000000.0,-,-,2010-10-01
1127,Ibm,2011,3,Tririga Inc.,Facility and Real Estate Management,United States,,-,-,2011-03-01
1128,Ibm,2011,8,i2 Limited,Intelligence Analytics,United Kingdom,,-,-,2011-08-01
1129,Ibm,2011,9,Algorithmics Inc.,Risk Management,Canada,387000000.0,-,-,2011-09-01
1130,Ibm,2011,10,Q1 Labs,Security Intelligence,United States,,-,-,2011-10-01
1131,Ibm,2011,10,Platform Computing,Cluster and Grid Management Software,Canada,,-,-,2011-10-01
1132,Ibm,2011,12,Cúram Software,Smarter Cities,Ireland,,-,-,2011-12-01
1133,Ibm,2011,12,DemandTec,Cloud-based Retail Analytics,United States,440000000.0,-,-,2011-12-01
1134,Ibm,2011,12,Emptoris,Supply Chain Analytics,United States,,-,-,2011-12-01
1135,Ibm,2012,1,Green Hat (software company),Cloud based software testing,United States,,-,-,2012-01-01
1136,Ibm,2012,1,Worklight,Software Development Firm,Israel,70000000.0,-,-,2012-01-01
1137,Ibm,2012,4,Varicent,Compensation and Sales Performance Management Software Solutions,Canada,,-,-,2012-04-01
1138,Ibm,2012,4,Vivisimo,Enterprise Search Software,United States,,-,-,2012-04-01
1139,Ibm,2012,5,Tealeaf Technology,Customer Experience Analytics Software,United States,,-,-,2012-05-01
1140,Ibm,2012,8,Texas Memory Systems,Solid State Storage,United States,,-,-,2012-08-01
1141,Ibm,2012,8,Kenexa Corporation,Human Capital Solutions,United States,1400000000.0,-,-,2012-08-01
